"Four-Year Graduation Rates, 2018-19"
"All Districts, Special Education Status"

"",,,,"Graduates",
"District","District Code","Special Education Status","Four-Year Cohort Count","Graduation Count","Graduation Rate"
"Achievement First Bridgeport Academy District","=""2850013""","Non-Special Education",40,35,87.5
"Achievement First Bridgeport Academy District","=""2850013""","Special Education",7,6,"*"
"Achievement First Hartford Academy District","=""2880013""","Non-Special Education",25,24,96.0
"Achievement First Hartford Academy District","=""2880013""","Special Education",7,7,"*"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",147,135,91.8
"Ansonia School District","=""0020011""","Special Education",34,22,64.7
"Avon School District","=""0040011""","Non-Special Education",198,194,98.0
"Avon School District","=""0040011""","Special Education",26,18,69.2
"Berlin School District","=""0070011""","Non-Special Education",208,205,98.6
"Berlin School District","=""0070011""","Special Education",25,24,96.0
"Bethel School District","=""0090011""","Non-Special Education",202,194,96.0
"Bethel School District","=""0090011""","Special Education",35,30,85.7
"Bloomfield School District","=""0110011""","Non-Special Education",137,124,90.5
"Bloomfield School District","=""0110011""","Special Education",24,16,66.7
"Bolton School District","=""0120011""","Non-Special Education",61,"*","*"
"Bolton School District","=""0120011""","Special Education",6,"*","*"
"Branford School District","=""0140011""","Non-Special Education",178,165,92.7
"Branford School District","=""0140011""","Special Education",50,35,70.0
"Bridgeport School District","=""0150011""","Non-Special Education",1192,950,79.7
"Bridgeport School District","=""0150011""","Special Education",265,158,59.6
"Bristol School District","=""0170011""","Non-Special Education",482,433,89.8
"Bristol School District","=""0170011""","Special Education",150,112,74.7
"Brookfield School District","=""0180011""","Non-Special Education",180,175,97.2
"Brookfield School District","=""0180011""","Special Education",37,29,78.4
"Canton School District","=""0230011""","Non-Special Education",108,107,99.1
"Canton School District","=""0230011""","Special Education",16,11,"*"
"Capital Preparatory Harbor School District","=""2970013""","Non-Special Education","*","*","*"
"Capital Preparatory Harbor School District","=""2970013""","Special Education","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",439,414,94.3
"Capitol Region Education Council","=""2410014""","Special Education",66,55,83.3
"Cheshire School District","=""0250011""","Non-Special Education",323,322,99.7
"Cheshire School District","=""0250011""","Special Education",52,44,84.6
"Clinton School District","=""0270011""","Non-Special Education",131,128,97.7
"Clinton School District","=""0270011""","Special Education",13,10,"*"
"Colchester School District","=""0280011""","Non-Special Education",162,152,93.8
