"Four-Year Graduation Rates, 2015-16"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","Non-Special Education","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-Special Education",30,"*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","N/A","N/A","N/A","N/A","N/A"
"Ansonia School District","=""0020011""","Non-Special Education",122,"*","*",8,6.6
"Ansonia School District","=""0020011""","Special Education",16,"*","*",6,"*"
"Avon School District","=""0040011""","Non-Special Education",208,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",32,"*","*","*","*"
"Berlin School District","=""0070011""","Non-Special Education",221,"*","*","*","*"
"Berlin School District","=""0070011""","Special Education",28,"*","*","*","*"
"Bethel School District","=""0090011""","Non-Special Education",216,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",35,"*","*","*","*"
"Bloomfield School District","=""0110011""","Non-Special Education",135,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",21,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",78,"*","*","*","*"
"Bolton School District","=""0120011""","Special Education",7,"*","*",0,"*"
"Branford School District","=""0140011""","Non-Special Education",217,"*","*","*","*"
"Branford School District","=""0140011""","Special Education",39,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-Special Education","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1139,93,8.2,235,20.6
"Bridgeport School District","=""0150011""","Special Education",248,74,29.8,57,23.0
"Bristol School District","=""0170011""","Non-Special Education",518,21,4.1,47,9.1
"Bristol School District","=""0170011""","Special Education",141,31,22.0,12,8.5
"Brookfield School District","=""0180011""","Non-Special Education",185,"*","*","*","*"
"Brookfield School District","=""0180011""","Special Education",30,"*","*",0,0.0
"Canton School District","=""0230011""","Non-Special Education",87,"*","*",0,0.0
"Canton School District","=""0230011""","Special Education",19,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Non-Special Education","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Special Education","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",364,"*","*","*","*"
