"Four-Year Graduation Rates, 2016-17"
"All Districts, Special Education Status"

"",,,,"Non-Graduates",,,
"District","District Code","Special Education Status","Four-Year Cohort Count","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Achievement First Hartford Academy Inc. District","=""2880013""","Non-Special Education","*","*","*","*","*"
"Achievement First Hartford Academy Inc. District","=""2880013""","Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Non-Special Education","*","*","*","*","*"
"Amistad Academy District","=""2790013""","Special Education","*","*","*","*","*"
"Ansonia School District","=""0020011""","Non-Special Education",145,"*","*","*","*"
"Ansonia School District","=""0020011""","Special Education",34,"*","*","*","*"
"Avon School District","=""0040011""","Non-Special Education",216,"*","*","*","*"
"Avon School District","=""0040011""","Special Education",32,"*","*",0,0.0
"Berlin School District","=""0070011""","Non-Special Education",205,0,0.0,"*","*"
"Berlin School District","=""0070011""","Special Education",30,9,30.0,0,0.0
"Bethel School District","=""0090011""","Non-Special Education",184,"*","*","*","*"
"Bethel School District","=""0090011""","Special Education",25,"*","*",0,0.0
"Bloomfield School District","=""0110011""","Non-Special Education",161,"*","*","*","*"
"Bloomfield School District","=""0110011""","Special Education",33,"*","*","*","*"
"Bolton School District","=""0120011""","Non-Special Education",63,0,0.0,0,0.0
"Bolton School District","=""0120011""","Special Education",6,"*","*","*","*"
"Branford School District","=""0140011""","Non-Special Education",204,0,0.0,"*","*"
"Branford School District","=""0140011""","Special Education",54,"*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Non-Special Education","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Special Education","*","*","*","*","*"
"Bridgeport School District","=""0150011""","Non-Special Education",1175,77,6.6,190,16.2
"Bridgeport School District","=""0150011""","Special Education",229,49,21.4,42,18.3
"Bristol School District","=""0170011""","Non-Special Education",519,22,4.2,25,4.8
"Bristol School District","=""0170011""","Special Education",114,24,21.1,11,9.6
"Brookfield School District","=""0180011""","Non-Special Education",199,0,0.0,"*","*"
"Brookfield School District","=""0180011""","Special Education",30,"*","*","*","*"
"Canton School District","=""0230011""","Non-Special Education",101,"*","*",0,0.0
"Canton School District","=""0230011""","Special Education",17,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Non-Special Education","*","*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Special Education","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","Non-Special Education",430,"*","*","*","*"
