"Four-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"District","Special Education Status","Four-Year Cohort Count","Graduation Count","Graduation Rate","Still Enrolled Count","Still Enrolled Rate","Other Count","Other Rate"
"Amistad Academy District","Non-Special Education",29,17,58.6,"*","*","*","*"
"Ansonia School District","Non-Special Education",166,121,72.9,15,9.0,"*","*"
"Ansonia School District","Special Education",22,9,40.9,8,36.4,"*","*"
"Avon School District","Non-Special Education",229,222,96.9,"*","*","*","*"
"Avon School District","Special Education",25,21,84.0,"*","*","*","*"
"Berlin School District","Non-Special Education",232,219,94.4,"*","*","*","*"
"Berlin School District","Special Education",29,26,89.7,"*","*","*","*"
"Bethel School District","Non-Special Education",222,215,96.8,"*","*","*","*"
"Bethel School District","Special Education",28,17,60.7,"*","*","*","*"
"Bloomfield School District","Non-Special Education",159,126,79.2,15,9.4,"*","*"
"Bloomfield School District","Special Education",28,13,46.4,12,42.9,"*","*"
"Bolton School District","Non-Special Education","*","*","*","*","*","*","*"
"Bolton School District","Special Education","*","*","*","*","*","*","*"
"Branford School District","Non-Special Education",248,238,96.0,"*","*","*","*"
"Branford School District","Special Education",36,28,77.8,"*","*","*","*"
"Bridgeport School District","Non-Special Education",1253,802,64.0,138,11.0,313,25.0
"Bridgeport School District","Special Education",184,67,36.4,51,27.7,66,35.9
"Bristol School District","Non-Special Education",631,497,78.8,48,7.6,86,13.6
"Bristol School District","Special Education",78,47,60.3,20,25.6,11,14.1
"Brookfield School District","Non-Special Education",253,241,95.3,"*","*","*","*"
"Brookfield School District","Special Education",12,10,83.3,"*","*","*","*"
"Canton School District","Non-Special Education",103,99,96.1,"*","*","*","*"
"Canton School District","Special Education",17,14,82.4,"*","*","*","*"
"Capitol Region Education Council","Non-Special Education",277,236,85.2,10,3.6,"*","*"
"Capitol Region Education Council","Special Education",22,14,63.6,6,27.3,"*","*"
"Cheshire School District","Non-Special Education",334,327,97.9,"*","*","*","*"
"Cheshire School District","Special Education",41,29,70.7,"*","*","*","*"
"Clinton School District","Non-Special Education",126,117,92.9,"*","*","*","*"
"Clinton School District","Special Education",19,17,89.5,"*","*","*","*"
"Colchester School District","Non-Special Education",224,210,93.8,"*","*","*","*"
"Colchester School District","Special Education",26,22,84.6,"*","*","*","*"
"Common Ground High School District","Non-Special Education",30,27,90.0,"*","*","*","*"
"Common Ground High School District","Special Education",8,6,75.0,"*","*","*","*"
"Connecticut Technical High School System","Non-Special Education",2159,2015,93.3,"*","*",133,6.2
"Connecticut Technical High School System","Special Education",184,174,94.6,"*","*",9,4.9
"Coventry School District","Non-Special Education",133,125,94.0,"*","*","*","*"
"Coventry School District","Special Education",20,13,65.0,"*","*","*","*"
"Cromwell School District","Non-Special Education",147,145,98.6,"*","*","*","*"
"Cromwell School District","Special Education",23,14,60.9,"*","*","*","*"
"Danbury School District","Non-Special Education",682,541,79.3,55,8.1,86,12.6
"Danbury School District","Special Education",76,44,57.9,20,26.3,12,15.8
"Darien School District","Non-Special Education",291,281,96.6,"*","*","*","*"
"Darien School District","Special Education",36,32,88.9,"*","*","*","*"
"Derby School District","Non-Special Education",116,83,71.6,"*","*","*","*"
"Derby School District","Special Education",9,6,66.7,"*","*","*","*"
"East Granby School District","Non-Special Education",69,67,97.1,"*","*","*","*"
"East Granby School District","Special Education",7,6,85.7,"*","*","*","*"
"East Haddam School District","Non-Special Education","*","*","*","*","*","*","*"
"East Haddam School District","Special Education","*","*","*","*","*","*","*"
"East Hampton School District","Non-Special Education",125,118,94.4,"*","*","*","*"
"East Hampton School District","Special Education",14,9,64.3,"*","*","*","*"
"East Hartford School District","Non-Special Education",518,427,82.4,34,6.6,57,11.0
"East Hartford School District","Special Education",80,49,61.3,18,22.5,13,16.3
"East Haven School District","Non-Special Education",271,238,87.8,10,3.7,23,8.5
"East Haven School District","Special Education",29,17,58.6,6,20.7,6,20.7
"East Lyme School District","Non-Special Education",289,279,96.5,"*","*","*","*"
"East Lyme School District","Special Education",36,34,94.4,"*","*","*","*"
"East Windsor School District","Non-Special Education",81,66,81.5,"*","*","*","*"
"East Windsor School District","Special Education",12,10,83.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education","*","*","*","*","*","*","*"
"Ellington School District","Non-Special Education",165,156,94.5,"*","*","*","*"
"Ellington School District","Special Education",17,16,94.1,"*","*","*","*"
"Enfield School District","Non-Special Education",471,398,84.5,31,6.6,42,8.9
"Enfield School District","Special Education",54,29,53.7,15,27.8,10,18.5
"Explorations District","Non-Special Education",24,"*","*","*","*","*","*"
"Explorations District","Special Education",10,"*","*","*","*","*","*"
"Fairfield School District","Non-Special Education",598,572,95.7,12,2.0,"*","*"
"Fairfield School District","Special Education",58,40,69.0,14,24.1,"*","*"
"Farmington School District","Non-Special Education",308,293,95.1,"*","*","*","*"
"Farmington School District","Special Education",30,27,90.0,"*","*","*","*"
"Glastonbury School District","Non-Special Education",480,474,98.8,"*","*","*","*"
"Glastonbury School District","Special Education",71,57,80.3,"*","*","*","*"
"Granby School District","Non-Special Education",181,176,97.2,"*","*","*","*"
"Granby School District","Special Education",13,12,92.3,"*","*","*","*"
"Greenwich School District","Non-Special Education",567,546,96.3,13,2.3,"*","*"
"Greenwich School District","Special Education",65,51,78.5,13,20.0,"*","*"
"Griswold School District","Non-Special Education",178,155,87.1,7,3.9,16,9.0
"Griswold School District","Special Education",22,7,31.8,7,31.8,8,36.4
"Groton School District","Non-Special Education",302,254,84.1,"*","*",46,15.2
"Groton School District","Special Education",34,17,50.0,"*","*",8,23.5
"Guilford School District","Non-Special Education",245,234,95.5,"*","*","*","*"
"Guilford School District","Special Education",26,22,84.6,"*","*","*","*"
"Hamden School District","Non-Special Education",510,436,85.5,27,5.3,47,9.2
"Hamden School District","Special Education",76,52,68.4,16,21.1,8,10.5
"Hartford School District","Non-Special Education",1327,892,67.2,124,9.3,311,23.4
"Hartford School District","Special Education",276,121,43.8,59,21.4,95,34.4
"Killingly School District","Non-Special Education",171,129,75.4,6,3.5,36,21.1
"Killingly School District","Special Education",27,11,40.7,7,25.9,9,33.3
"Lebanon School District","Non-Special Education",143,134,93.7,"*","*","*","*"
"Lebanon School District","Special Education",17,14,82.4,"*","*","*","*"
"Ledyard School District","Non-Special Education",208,192,92.3,"*","*","*","*"
"Ledyard School District","Special Education",27,19,70.4,"*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Non-Special Education",88,"*","*","*","*","*","*"
"Litchfield School District","Special Education",7,"*","*","*","*","*","*"
"Madison School District","Non-Special Education",287,282,98.3,"*","*","*","*"
"Madison School District","Special Education",30,24,80.0,"*","*","*","*"
"Manchester School District","Non-Special Education",455,341,74.9,39,8.6,75,16.5
"Manchester School District","Special Education",79,39,49.4,21,26.6,19,24.1
"Meriden School District","Non-Special Education",534,397,74.3,25,4.7,112,21.0
"Meriden School District","Special Education",96,43,44.8,29,30.2,24,25.0
"Middletown School District","Non-Special Education",296,239,80.7,27,9.1,30,10.1
"Middletown School District","Special Education",54,30,55.6,10,18.5,14,25.9
"Milford School District","Non-Special Education",419,379,90.5,23,5.5,"*","*"
"Milford School District","Special Education",73,53,72.6,17,23.3,"*","*"
"Monroe School District","Non-Special Education",341,338,99.1,"*","*","*","*"
"Monroe School District","Special Education",26,18,69.2,"*","*","*","*"
"Montville School District","Non-Special Education",181,157,86.7,"*","*","*","*"
"Montville School District","Special Education",24,17,70.8,"*","*","*","*"
"Naugatuck School District","Non-Special Education",322,275,85.4,14,4.3,33,10.2
"Naugatuck School District","Special Education",48,31,64.6,8,16.7,9,18.8
"New Britain School District","Non-Special Education",640,346,54.1,100,15.6,194,30.3
"New Britain School District","Special Education",118,43,36.4,45,38.1,30,25.4
"New Canaan School District","Non-Special Education",280,276,98.6,"*","*","*","*"
"New Canaan School District","Special Education",31,27,87.1,"*","*","*","*"
"New Fairfield School District","Non-Special Education",216,199,92.1,"*","*","*","*"
"New Fairfield School District","Special Education",25,20,80.0,"*","*","*","*"
"New Haven School District","Non-Special Education",1291,853,66.1,108,8.4,330,25.6
"New Haven School District","Special Education",159,74,46.5,51,32.1,34,21.4
"New London School District","Non-Special Education",212,149,70.3,27,12.7,36,17.0
"New London School District","Special Education",50,15,30.0,21,42.0,14,28.0
"New Milford School District","Non-Special Education",347,319,91.9,"*","*",23,6.6
"New Milford School District","Special Education",56,32,57.1,"*","*",13,23.2
"Newington School District","Non-Special Education",373,327,87.7,25,6.7,"*","*"
"Newington School District","Special Education",40,19,47.5,16,40.0,"*","*"
"Newtown School District","Non-Special Education",397,377,95.0,"*","*","*","*"
"Newtown School District","Special Education",49,41,83.7,"*","*","*","*"
"North Branford School District","Non-Special Education",165,160,97.0,"*","*","*","*"
